Verkiezing;;Gemeenteraad Maastricht 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Maastricht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadhuis, Merretkamer;Stembureau Centre Céramique;Stembureau Theater aan het Vrijthof;Stembureau Muziekschool Kumulus;Stembureau Showroom Garage Bollen;Stembureau Verenigingszaal Circolo Sardegna;Stembureau Kumulus West;Stembureau NS Centraal Station;Stembureau Universiteit Maastricht, Kruithuis;Stembureau Centre Céramique;Stembureau Regionaal Historisch Centrum Limburg;Stembureau Wijkcombinatiegebouw La Bellettsa;Stembureau Buurtcentrum Sint Pieter;Stembureau Provincie Limburg (het LAB ingang parkeerdek);Stembureau Scoutinggebouw Sint Gerlach;Stembureau Stichting Moetiara Maloekoe;Stembureau Sportcafé Jekerdal;Stembureau Gemeenschapshuis Aen de Wan;Stembureau Athos;Stembureau Hotel van der Valk;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Zaal Aajd Vroenhoven, Harmonie Wilhelmina Wolder;Stembureau Basisschool Anne Frank;Stembureau Sporthal Daalhof 1;Stembureau Gemeenschapshuis De Klaekeburg;Stembureau Buurtcentrum Atrium;Stembureau Buurtcentrum De Boeckel;Stembureau Bejaardensociëteit Belfort;Stembureau vm. Basisschool de Kring;Stembureau Sporthal Daalhof 2;Stembureau Harmoniezaal Kon. Harmonie Heer;Stembureau Buurtcentrum Mariaberg;Stembureau Kantine RKSV Heer;Stembureau Flat Elisabeth Gruytersstraat;Stembureau Restobar Mama;Stembureau Gebouw LEF-team;Stembureau Trefcentrum Wittevrouwenveld;Stembureau Maris Stella;Stembureau St. Annakerk;Stembureau Scouting Amby;Stembureau Buurtcentrum De Romein;Stembureau Café-zaal De Kardinaal;Stembureau Bibliotheeksteunpunt Malpertuis;Stembureau Amyerhoof;Stembureau De Wiemerink;Stembureau Buurtcentrum Nazareth;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis;Stembureau Centre Manjefiek Malberg 1;Stembureau Gymzaal Borgharen;Stembureau Centre Manjefiek Malberg 2;Stembureau  Dorpscentrum De Aw Sjaol;Stembureau Wijkcentrum De Luibe;Stembureau Restaurant Manjefiek;Stembureau Buurtcentrum Boschpoort;Stembureau Winkelcentrum Brusselse Poort;Stembureau Gymzaal OBS de Regenboog;Stembureau Basisschool El Habib;Stembureau Pathé bioscoop, Cine café;Stembureau Stadhuis Merretkamer;Stembureau Centre Ceramique;Stembureau Buurtcentrum Sint Pieter;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Sporthal Daalhof;Stembureau vm Basisschool de Kring;Stembureau Amyerhoof;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis;Stembureau Stadhuis Merretkamer;Stembureau Centre Ceramique;Stembureau Buurtcentrum Sint Pieter;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Sporthal Daalhof;Stembureau vm Basisschool de kring;Stembureau Amyerhoof;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis
;;10;Claessens, M.A.E.;33;1;1;0;0;0;0;1;0;0;0;0;4;0;1;0;1;0;0;0;0;0;1;0;4;0;1;2;2;0;0;0;1;1;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0
;;11;Beetz, C.A.;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Hollands, A.M.M.R.;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Helderman, G.C.M.;12;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Bonder, M.C.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Corbée, B.P.A.H.;13;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
;;16;Vermeulen, F.M.J.;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Anepool, E.H.;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Konings, P.M.L.E.;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
;;19;van Kooij, G.H.;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;20;Mes, M.M.;15;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
;;21;van den Broek, H.F.E.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Snel, L.G.;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
;;23;Pommelet, J.C.H.M.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Stevens, N.A.M.H.;5;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Roelofs, E.B.;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Dreimüller, A.P.;7;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;27;Werker, J.A.M.I.;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
;;28;Edwards, T.J.;6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Eijssen, H.C.;34;3;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;2;0;0;0;3;1;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0
;;30;Gerats, J.J.G.M.;33;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;1;0;3;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;3;1;3;1;0
8;Partij Veilig Maastricht;;;3413;44;27;24;30;11;39;23;16;11;16;10;153;15;14;1;36;11;53;21;49;28;30;31;65;74;62;177;138;54;44;75;56;48;20;55;22;23;162;61;35;40;59;26;62;49;71;91;67;41;68;63;108;24;42;21;33;38;29;3;10;15;22;9;14;21;52;17;21;61;16;32;38;7;30;31;82;32;21;64;19
;;1;Meese-van der Venne, H.A.M.;1268;17;14;11;13;2;19;10;4;5;8;5;16;6;4;0;11;3;18;9;16;13;13;10;26;39;21;63;12;30;14;22;24;19;3;24;9;11;107;46;18;12;17;8;26;20;27;43;21;20;24;17;27;9;18;8;8;11;13;2;5;3;15;1;9;11;17;9;8;11;6;16;19;5;5;11;24;10;8;21;8
;;2;Smeets, J.G.M.;605;6;4;2;3;1;7;6;2;0;1;2;130;4;0;0;10;1;13;2;10;1;5;3;10;6;16;19;22;2;6;8;8;8;6;1;1;3;26;5;3;5;10;9;10;8;19;15;11;5;8;18;15;1;4;3;10;7;0;0;1;2;2;0;0;6;6;1;2;8;0;3;8;1;3;11;7;4;6;8;5
;;3;Garnier, H.A.J.;375;8;5;5;0;0;4;3;1;1;0;1;3;0;1;0;5;1;6;3;2;7;4;3;6;3;5;14;4;3;1;4;5;7;2;3;2;3;1;0;3;4;8;0;10;1;9;8;18;8;17;6;35;1;5;0;5;7;5;1;0;5;0;0;3;1;6;0;3;23;2;5;2;1;8;3;15;5;3;12;1
;;4;Garnier, A.J.R.M.;225;2;0;0;3;0;0;0;1;1;0;0;0;0;0;0;4;2;0;1;1;4;0;7;7;9;0;28;5;11;3;17;2;4;0;6;2;1;0;0;3;4;1;4;1;5;2;7;7;1;5;1;6;4;0;2;3;0;4;0;0;0;2;1;1;1;6;1;2;8;0;2;1;0;1;4;9;0;0;5;0
;;5;Voorst, J.H.H.;85;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;1;0;2;0;1;1;4;4;10;2;3;0;1;0;1;0;12;1;0;2;0;2;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;6;2;0;0;0;2;0;0;7;0;3;2;0;0;0
;;6;Claessen-Hermans, R.W.A.;111;0;0;1;1;0;1;0;0;0;0;0;1;1;2;0;0;0;1;0;4;0;1;0;0;0;0;1;57;2;5;2;0;1;0;0;0;1;3;0;0;1;2;0;1;0;0;1;2;0;1;0;1;0;1;3;0;1;2;0;1;0;0;0;0;0;0;1;0;1;0;1;2;0;0;0;0;4;0;0;0
;;7;Lemmens, A.M.;77;0;0;0;0;1;3;1;3;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;9;2;1;0;3;2;0;0;0;1;0;0;2;1;0;2;1;2;1;1;3;0;0;1;1;2;2;0;0;0;3;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;15;0;0;0;0
;;8;Bartels, W.V.A.;75;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;3;4;5;0;1;3;4;0;0;0;2;0;1;1;0;0;0;8;0;3;1;3;0;2;0;4;0;6;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;3;0;0;7;0
;;9;Vaessen, R.J.H.;127;4;1;2;0;2;2;0;0;0;3;0;1;0;1;0;2;0;2;0;2;0;1;2;1;7;1;12;1;1;1;1;3;2;1;1;1;0;5;2;0;5;3;0;3;1;0;0;3;1;2;8;5;1;1;0;2;4;2;0;0;0;0;4;0;0;0;0;1;6;0;2;0;0;2;0;2;0;3;1;0
;;10;Slootmaekers, L.C.E.;141;3;1;2;0;0;0;0;4;0;0;1;1;0;0;1;4;0;5;2;3;0;4;1;4;2;2;4;18;0;9;4;3;1;0;1;0;3;2;1;1;1;3;1;0;4;0;1;2;1;1;3;2;2;2;0;2;1;1;0;2;1;3;0;0;0;1;2;0;0;0;1;0;0;1;1;2;5;1;5;2
;;11;Coenen, L.J.J.;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Penders, A.F.A.;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;van Wieringen, L.P.G.;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;;14;Verstappen, T.W.;35;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;4;0;0;0;2;0;0;6;0;1;0;3;3;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
;;15;Hameleers, W.P.M.;29;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;3;0;1;0;1;0;0;0;3;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;2;0;0;1;1
;;16;Meertens, J.H.G.;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;;17;Van de Weerdt, R.H.A.;24;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;2;0;0;0;1;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Voorst, C.J.M.;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;19;Hardy, P.E.H.;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Muijtjens, H.G.;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Lemmen, J.G.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Duckers, C.M.J.M.;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;;23;Kersten, C.G.;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;3;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Mommers, P.A.C.H.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Vlekken, E.M.P.;29;0;0;0;5;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
;;26;Franssen-Van Mulken, L.M.I.;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Slenter, G.H.L.M.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Loijenga, J.M.L.P.;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;29;Faarts-Noël, J.E.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Ummels, B.M.C.;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Verschoor, C.F.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Simons, B.M.T.A.T.;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
;;33;Mullenders, L.S.H.J.;24;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;;34;Cloos, M.H.T.;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
;;35;Demas, J.H.C.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Scheffer, L.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;van Meerveld, K.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;van Dijk, L.M.;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;van Lieshout-Dams, M.M.L.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Grooten, M.P.J.L.;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
;;41;Seegers, F.A.G.;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
;;42;Weijers, J.M.A.;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
;;43;Ruijters, M.E.A.L.E.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Cruts, E.J.C.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
