Verkiezing;;Gemeenteraad 's-Hertogenbosch 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente 's-Hertogenbosch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadskantoor;Stembureau Groot Tuighuis;Stembureau Orangerie (A);Stembureau Orangerie (B);Stembureau Stadsklooster San Damiano;Stembureau Willem Twee Poppodium;Stembureau Tijdelijke Unit Centraal Station;Stembureau Tijdelijke Unit Centraal Station (maandag);Stembureau Tijdelijke Unit Centraal Station (dinsdag);Stembureau Mobiel stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Stadskantoor (maandag;Stembureau Stadskantoor (dinsdag);Stembureau Scouting Lucas;Stembureau Lucaskerk;Stembureau Sportzaal Weberstraat;Stembureau Provinciehuis;Stembureau Wijkcentrum de Stolp;Stembureau Sportzaal Rijnstraat (A);Stembureau Sportzaal Rijnstraat (B);Stembureau Verzamelgebouw Seringenstraat;Stembureau Buurthuis Graafsewijk Noord;Stembureau Kindcentrum Het IJzeren Kind;Stembureau SCC De Biechten (A);Stembureau SCC De Biechten (B);Stembureau Sportzaal Rijnstraat;Stembureau Sportzaal Rijnstraat;Stembureau Herstelacademie De Stijl;Stembureau Trefpunt De Slinger;Stembureau Kantoorpand achter Brandweerkazerne;Stembureau Koning Willem I College / Vlijmenseweg;Stembureau Koning Willem I College / Onderwijsboulevard;Stembureau Stichting De Westhoek;Stembureau 't Buurthuis;Stembureau RK Annakerk;Stembureau Sporthal de Schutskamp (A);Stembureau Sporthal de Schutskamp (B);Stembureau Sporthal de Schutskamp (A maandag);Stembureau Sporthal de Schutskamp (A dinsdag);Stembureau Sportzaal Churchilllaan;Stembureau Gereformeerde Kerk 's-Hertogenbosch;Stembureau Weener XL;Stembureau Nico Schuurmanshuis;Stembureau D'n Boerderij restaurant;Stembureau Clubhuis Voetbalvereniging TGG;Stembureau BBS Haren-Donk-Reit;Stembureau Gymzaal Eekbrouwersweg (A);Stembureau Gymzaal Eekbrouwersweg (B);Stembureau Gymzaal Eekbrouwersweg (A maandag);Stembureau Gymzaal Eekbrouwersweg (A dinsdag);Stembureau Brede Bossche School De Hambaken;Stembureau Buurtcentrum Noorderpoort Samen Doen;Stembureau Steunpunt Epigoon;Stembureau Sporthal Maaspoort (A);Stembureau Sporthal Maaspoort (B);Stembureau Sporthal Sociaal Cultureel Centrum De Schans A;Stembureau Sporthal Sociaal Cultureel Centrum De Schans B;Stembureau Gymzaal Meanderschool (A);Stembureau Gymzaal Meanderschool (B);Stembureau Kindcentrum Sterrenbosch;Stembureau Sporthal Sociaal Cultureel Centrum De Schans (MA);Stembureau Sporthal Sociaal Cultureel Centrum De Schans (DI);Stembureau Sportzaal Meerwijkweg (A);Stembureau Sportzaal Meerwijkweg (B);Stembureau Sportzaal Meerwijkweg (A maandag);Stembureau Sportzaal Meerwijkweg (A dinsdag);Stembureau Sportzaal Engelerhout (A);Stembureau Sportzaal Engelerhout (B);Stembureau Sportzaal Engelerhout (A maandag);Stembureau Sportzaal Engelerhout (A dinsdag);Stembureau Steunpunt Van Meeuwenhof;Stembureau Sociaal Cultureel Centrum Perron-3;Stembureau Basisschool De Krommenhoek;Stembureau Sportzaal Overlaet (A);Stembureau Sportzaal Overlaet (B);Stembureau Sportzaal Overlaet (A maandag);Stembureau Sportzaal Overlaet (A dinsdag);Stembureau HEVO Seniorenvereniging;Stembureau Oude Basisschool Kruisstraat;Stembureau Buro3o;Stembureau Sporthal de Hazelaar (A);Stembureau Sporthal de Hazelaar (B);Stembureau Sporthal de Hazelaar (A maandag);Stembureau Sporthal de Hazelaar (A dinsdag);Stembureau H. Laurentiuskerk;Stembureau De Vrolijke Schutters;Stembureau Wijkcentrum Windkracht 5 (A);Stembureau Wijkcentrum Windkracht 5 (B);Stembureau Wijkcentrum Windkracht 5 (A maandag);Stembureau Wijkcentrum Windkracht 5 (A dinsdag);Stembureau Hof Eyghentijds;Stembureau Postduivenvereniging de Zwaluw;Stembureau De Hazenkamp;Stembureau Gemeenschapshuis De Meent (A);Stembureau Gemeenschapshuis De Meent (B);Stembureau Gemeenschapshuis de Meent (maandag);Stembureau Gemeenschapshuis De Meent (dinsdag);Stembureau Gemeenschapshuis 't Zijl;Stembureau Gemeenschapshuis 't Zijl  (maandag);Stembureau Gemeenschapshuis 't Zijl (dinsdag)
;;12;Hamers, J.F.M.;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;3;0;1;0;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;3;0;0;1
;;13;Walta, H.J.M.;23;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;2;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;14;van Uden, A.A.L.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Ebben, C.W.T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Schellen, S.L.G.;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Lokhoff, P.;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Vugs, W.A.M.;22;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;19;Mertens, A.M.;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
;;20;van Rooij, R.J.J.;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;van Dun-de Bruin, W.H.M.;12;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;22;de Veer-van den Meijdenberg, L.J.M.;21;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
;;23;Roggen, M.J.J.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;;24;Savelberg, S.H.M.;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;25;Lensen, P.J.P.;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Heijmans, N.G.L.;40;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;0;0;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;2;3;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0
7;De Bossche Groenen;;;4845;134;83;94;100;147;126;209;70;126;2;4;0;81;132;82;90;44;61;117;22;17;97;138;63;69;48;42;87;212;330;46;38;35;62;28;31;37;21;23;35;22;16;21;58;103;11;42;19;25;29;37;17;17;24;11;9;34;52;40;27;39;27;70;27;31;7;16;61;46;20;44;10;71;19;10;17;9;14;27;10;48;38;35;41;53;46;27;16;32;12;19;25;18;4;8;11;2;6;19;11;2
;;1;Hendrickx, J.;2836;86;44;57;52;89;63;115;34;79;2;1;0;56;75;53;57;20;28;70;8;10;59;73;38;50;37;31;49;104;222;23;18;25;26;17;18;16;12;16;19;16;7;14;36;62;8;26;12;13;17;23;9;12;15;7;6;23;29;15;16;25;16;46;17;18;6;10;41;34;15;32;6;34;10;5;7;6;8;16;3;28;13;13;21;27;33;12;9;25;5;12;11;15;1;7;5;2;4;12;7;1
;;2;Hoeben, W.B.G.;131;3;4;1;3;1;6;5;6;1;0;0;0;6;2;2;5;3;3;3;0;0;3;4;2;4;2;3;4;5;9;2;0;0;1;0;2;1;0;1;3;0;0;0;0;3;0;1;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;4;2;0;4;0;1;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0
;;3;van Opdorp, E.W.M.;457;5;4;7;7;10;6;11;2;4;0;0;0;9;17;5;2;2;11;5;2;0;5;13;6;3;1;0;3;10;27;2;10;2;0;4;3;2;2;0;3;1;4;3;4;8;1;3;0;3;2;6;3;0;3;0;0;0;5;5;2;3;3;5;3;6;1;1;3;4;1;0;1;22;6;4;3;2;4;4;3;11;18;15;18;18;4;8;4;3;5;1;6;1;1;0;2;0;2;1;2;0
;;4;van Heertum, M.;176;2;8;5;5;5;3;13;2;6;0;0;0;1;4;5;0;0;3;1;2;3;5;6;1;1;2;1;4;6;11;1;1;1;12;2;2;2;2;0;1;0;0;1;2;6;0;1;1;0;2;2;1;1;2;0;0;0;1;4;0;1;2;2;1;1;0;1;1;0;0;2;0;1;2;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
;;5;van der Aa, A.M.W.;185;8;6;9;4;3;12;17;6;6;0;1;0;1;9;4;1;1;4;4;0;0;2;5;0;0;0;2;5;5;12;5;4;1;1;0;0;3;0;0;2;0;0;0;2;1;0;2;1;1;1;1;0;0;2;0;0;2;6;5;0;1;1;0;0;0;0;0;4;0;0;1;0;3;0;1;1;0;0;0;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;den Otter, A.;130;5;4;2;5;1;4;6;7;6;0;2;0;0;2;0;0;0;0;5;0;0;1;6;2;1;0;0;1;12;5;1;0;2;5;0;2;2;1;1;0;1;0;0;3;0;0;1;1;1;0;2;0;0;0;1;0;0;3;0;1;0;0;4;0;1;0;1;2;2;3;1;0;1;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0
;;7;Vissers-Claessen, M.;53;0;0;1;1;2;2;2;0;1;0;0;0;0;0;1;0;0;0;8;2;0;9;4;2;1;1;0;2;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
;;8;Kummeling, E.;55;2;1;1;2;7;4;2;2;3;0;0;0;1;1;1;0;0;0;1;0;0;1;2;0;1;0;0;2;1;4;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;;9;Pol, M.W.;91;2;0;1;1;3;2;7;2;2;0;0;0;1;2;3;10;11;1;4;0;2;0;1;1;0;0;1;1;5;3;0;0;0;0;0;1;0;0;0;0;1;0;1;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
;;10;van Os, W.T.M.;19;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0
;;11;Buurma, M.;39;0;1;0;0;3;1;2;2;0;0;0;0;0;2;0;2;0;0;1;0;0;0;1;0;0;0;0;0;12;1;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Pennings, H.M.A.;28;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;4;1;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Hoes, K.;80;4;2;2;0;2;1;2;0;1;0;0;0;0;1;2;1;0;2;4;1;0;0;3;1;0;0;0;0;10;6;3;1;0;0;0;0;0;0;3;0;0;0;0;1;6;0;0;1;0;0;0;0;1;0;0;1;2;0;0;0;2;0;2;1;0;0;0;0;2;0;1;1;2;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Mertens, S.;64;1;3;0;1;1;0;0;0;0;0;0;0;0;1;1;3;1;3;1;0;2;1;2;6;0;0;0;0;6;4;1;0;0;0;0;0;1;2;0;0;1;2;0;1;2;1;2;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Ariaens, S.;29;1;0;0;2;1;2;1;1;0;0;0;0;0;1;1;0;0;0;1;2;0;2;4;0;0;0;0;1;1;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van den Elshout, J.H.;16;1;0;0;0;1;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Bakker, W.W.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Gruijters, S.;60;0;1;3;4;1;0;4;0;0;0;0;0;2;0;0;1;0;0;0;0;0;7;1;1;2;1;1;1;6;1;0;0;0;1;1;0;0;1;0;0;0;1;2;1;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
;;19;Pijnenborgh, L.M.J.;39;0;0;0;2;2;0;4;1;2;0;0;0;0;2;1;0;0;0;0;0;0;1;3;0;1;0;2;2;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Germanus, M.L.A.;28;2;0;0;1;0;1;2;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;21;van Belkum, R.;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Spoor, J.M.;9;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Kwak, O.K.W.;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
;;24;van den Oetelaar, R.;24;3;0;0;2;2;3;1;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
;;25;Valentijn, M.A.B.;17;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Moricz, G.J.;19;1;0;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
;;27;van der Graaf, H.E.C.J.;11;0;1;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
;;28;Rave, M.;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Vollebergh, E.F.A.G.M.;30;4;0;1;1;6;1;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Thelen, M.;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Sijbrandi, H.E.;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
;;32;Khodabaks, J.R;17;0;1;2;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Johnson, D.J.;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;van den Bergh-van Rooijen, W.F.;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Knobel, P.C.;13;0;0;1;0;0;0;1;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
